"fullname","office","position","id","source","document_type","url","patronymic","created_date","first_name","last_name","is_corrected","legalForm","uafirm_reestrCode","person","name","fax_extendedstatus","en_address","beneficial_owner_company_code","fax","location","country","phone","en_name","address","mail","iteration","object_id","mail_extendedstatus","en_name_extendedstatus","phone_extendedstatus","beneficial_owner_company_code_extendedstatus","legalForm_extendedstatus","address_extendedstatus","name_extendedstatus","country_extendedstatus","enName","telephone","reestrCode","email","countryRegistration","declarant","subjectRelation"
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Володимирович",2018-03-31,"Олександр","Герега","FALSE","Компанія з обмеженою відповідальністю","","1476885767559","Селдімор Оверсіз Лімітед",NA,"","HE324859","+35722769004","","101","+35722769000","SELDIMOR OVERSEAS LIMITED","Дасоу, 3, Дедлоу Хауз, 1520, Нікосія, Кіпр","info@dadlaw.com.cy","1477665151467","1477665151467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина"
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Володимирович",2018-03-31,"Олександр","Герега","FALSE","ПАТ","","1476885767559","Київметалопром",NA,"","02138895","+380444969154","","1","+380444969154","PJSC Kievmetaloprom","08623, Київська область, Васильківський район, смт. Калинівка, вул. Індустріальна, буд.7","kozoliy77@ukr.net","1476977448168","1476977448168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина"
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Володимирович",2018-03-31,"Олександр","Герега","FALSE","ТОВ","","1476885767559","РТЦ Рось","1","","35791445","","","1","+380503103912","RTC ROS LLC","02125, м. Київ, вул. Петра Запорожця, 15, офіс 34","Nataliros@ukr.net","1476980538346","1476980538346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина"
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Володимирович",2018-03-31,"Олександр","Герега","FALSE","ПрАТ","","1","ЗАКУПНЯНСЬКЕ ХЛІБОПРИЙМАЛЬНЕ ПІДПРИЄМСТВО","0","","00952433","+380385920151","","1","+380969569507","Zakupna's Bread Reception Enterprise PJSC ","31614, Хмельницька обл., Чемеровецький район, смт Закупне, вул. Центральна, буд. 28","s.pavlunishen@agro-corp.com.ua","1522263153923","1522263153923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Володимирович",2018-03-31,"Олександр","Герега","FALSE","ТОВ","","1476885767559","Компанія з управління активами Атена Груп",NA,"","37311375","+380445945219","","1","+380445945219","LLC AMC ATENA GROUP","04128, м. Київ, вул. Берковецька, 6-В, 4-й поверх, кімната 43","kua-atena@ukr.net","1476977269464","1476977269464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Галина Федорівна","дружина"
"Герега Олександр Володимирович","Верховна Рада України","Народний депутат Верховної Ради України","nacp_f16606de-a4fc-4569-a924-0e5438985d61","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_f16606de-a4fc-4569-a924-0e5438985d61","Володимирович",2018-03-31,"Олександр","Герега","FALSE","ТОВ","","1","РТЦ ВОЛИНЬ","1","","34745136","","","1","+380332783162","RTC VOLYN LLC","43001, Волинська обл., місто Луцьк, ВУЛ. ШЕВЧЕНКА, б. 13Б","Olena25193@i.ua","1476980158426","1476980158426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Герега Олександр Володимирович",NA
"Гєллєр Євгеній Борисович","Верховна Рада України","народний депутат України, член Комітету Верховної Ради України з питань бюджету","nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_86753059-8106-4aa5-8e50-6bfdc35c41d1","Борисович",2018-02-28,"Євгеній","Гєллєр","FALSE","ТОВ","","1","Футбольний клуб Зоря","1","","31673441","","","1","","","91011, Луганська обл., місто Луганськ, вул. Оборонна, будинок 4 В","","1519815491925","1519815491925","2","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гєллєр Євгеній Борисович",NA
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Мусійович",2018-03-30,"Анатолій","Гіршфельд","FALSE","ТОВ","","1","ТОВ ""ІЦ ""ДКБШВ""","2","","36458089","","","1","+380577546530","LLC ""EC ""DVGM""","Україна, м. Харків, проспект Московський, буд. 277","","1490096801534","1490096801534","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA
"Гіршфельд Анатолій Мусійович","Верховна Рада України","Народний депутат України","nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_6b61dc22-c7d4-4766-aa65-fb0ea7ba458f","Мусійович",2018-03-30,"Анатолій","Гіршфельд","FALSE","ПАТ","","1","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""У.П.Е.К.""",NA,"","23001858","+380577660051","","1","+380577660050","PRIVATE JOINT STOCK COMPANY ""U.P.E.C.""","61038, Україна, м. Харків, вул. Маршала Батицького, буд. 4","office@upec.ua","1477573939858","1477573939858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Гіршфельд Анатолій Мусійович",NA
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Іванович",2018-03-12,"Дмитро","Голубов","FALSE","Житлово-будівельний кооператив","","1476782378805","ЖИТЛОВО-БУДІВЕЛЬНИЙ КООПЕРАТИВ ""ПАРК ФОНТАНІВ""","1","","40982188","","","1","+380487047777","","67571, Одеська обл., Лиманський район, село Фонтанка, вул. Чехова, буд. 2","","1519305658340","1519305658340","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Лашкарьова Анастасія Петрівна","дружина"
"Голубов Дмитро Іванович","Верховна Рада України","Народний депутат України","nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_7fba02ab-3f00-484c-aa24-f4a2cf59fc73","Іванович",2018-03-12,"Дмитро","Голубов","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1476782378805","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЗДОРОВ'Я""","1","","32575280","","","1","0487289799","","65012, Одеська обл., місто Одеса, вул. Рішельєвська, буд. 28","","1490082337930","1490082337930","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Лашкарьова Анастасія Петрівна","дружина"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ПРИВАТНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО","","1477304294157","ПСП ""Агро Вам""","0","","36080316","0463324121","","1","0463324180","PAE ""AGRO VAM""","16562, Чернігівська обл-ть, Ічнянський р-н, смт. Парафіївка, вул. Тараса Шевченка, 123 ","zvitagrosvit4@gmail.com","1477647824814","1477647824814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","Agroregion B.V","1","","59351381","","","146","31206625501","Agroregion B.V","Нідерланди, 1077ХХ Амстердам, Стравінскилаан 1431 ","nvinogradov@strik-law.nl","1477650934124","1477650934124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","ТОВ ""КПД Агротрейд""","1","","33736513","","","1","0442062542","LLC ""KPD Agrotreid""","16520, Чернігівська обл., Бахмацький район, село Городище, ВУЛИЦЯ ПЕРЕМОГИ, будинок 79","kpd.agrotrade@gmail.com","1477649518417","1477649518417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","ТОВ ""Агро-Лада""","1","","32803431","","","1","0463552900"," LLC ""AGRO LADA""","16562, Чернігівська обл-ть, Бахмацький р-н, с. Голінка, вул. Незалежності, 57 ","stov@agrodim.in.ua","1477647458079","1477647458079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","TOB ""РЕГІОН-2007""","1","","14253408","","","1","0464642227","LLC ""Region-2007""","17000, Чернігівська обл., Козелецький район, селище міського типу Козелець, ВУЛИЦЯ СОБОРНОСТІ, будинок 118","Region_3000@ukr.net","1477649585266","1477649585266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","AGROREGION S.A.R.L",NA,"","B177795","35226730220","","119","3522673021","AGROREGION S.A.R.L","7, вул. Роберт Стампер, Л-2557 Люксембург ","Aurelie.BAETSLE@headstart.lu","1477650567156","1477650567156",NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","СІЛЬСЬКОГОСПОДАРСЬКЕ ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","СТОВ ""Україна""","2","","03794911","","","1","0463533537"," ALLC ""UKRAINE""","16562, Чернігівська обл-ть, Бахмацький р-н, с. Голінка, вул. Незалежності, 57 ","stov2016@ukr.net","1477647274092","1477647274092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","ТОВ ""СП ""Агродім""",NA,"","32659577","0442062541","","1","0442062542","LLC ""AE ""AGRODIM""","16520, Чернігівська обл., Бахмацький район, с Городище, вул. ПЕРЕМОГИ, 79","info@agrodim.in.ua","1477646744180","1477646744180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ПРИВАТНЕ ОРЕНДНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПІДПРИЄМСТВО","","1477304294157","ПОСП ""Кіпті""",NA,"","30800858","0464637337","","1","0464637337","PAJV ""Kipti""","17050, Чернігівська обл-ть, Козелецький р-н, с. Кіпті, вул. Слов'янська, 51 б ","kipti@ukr.net","1477649114401","1477649114401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ТОВАРИСТВО З ОБМЕЖЕННОЮ ВІДПОВІДАЛЬНІСТЮ","","1477304294157","ТОВ ""Агродім-Ніжин""","1","","38860542","","","1","0672331440"," LLC ""AGRODIM-NIZHIN""","16646, Чернігівська обл-ть, Ніжинський р-н, с. Кунашівка, вул. Леніна, 23 ","agrodimnizhin@gmail.com","1477649403831","1477649403831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Давиденко Валерій Миколайович","Верховна Рада України","Народний депутат України","nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_9932ffe2-02f3-4247-8ee2-6367fbaa1e01","Миколайович",2018-03-30,"Валерій","Давиденко","FALSE","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО","","1477304294157","ПАТ ""Блок Агросвіт""",NA,"","00372612","0463324121","","1","0463321680"," PJSC ""Block Agrosvit""","16562, Чернігівська обл-ть, Ічнянський р-н, смт. Парафіївка, вул. Тараса Шевченка, 123 ","zvitagrosvit3@gmail.com","1477647583907","1477647583907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Давиденко  Валентина Миколаївна","мати"
"Данілін Владислав Юрійович","Верховна Рада України","Народний депутат України","nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Юрійович",2018-03-23,"Владислав","Данілін","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1490418571172","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АТД КОНСАЛТИНГ""","1","","37700187","","","1","0442375975","","01024, м.Київ, ПРОВУЛОК ЧЕКІСТІВ, будинок 5, квартира 20","v_t_consulting@mail.ru","1490943067970","1490943067970",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дербенцева Тетяна Олександрівна","дружина"
"Данілін Владислав Юрійович","Верховна Рада України","Народний депутат України","nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_12692f67-d1df-4a8d-82b9-b35576567fbf","Юрійович",2018-03-23,"Владислав","Данілін","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1490418571172","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""V & T CONSULTING""","1","","23703106","","","1","0442375975","","01024, м.Київ, ПРОВУЛОК ЧЕКІСТІВ, будинок 5, квартира 20","v_t_consulting@mail.ru","1490942814328","1490942814328",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Дербенцева Тетяна Олександрівна","дружина"
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","ТОВ","","1","Кватсай Файнанс Корп",NA,"","1412273","12844943754","","33","12874942434","Quatsai Finance Corp","Британські Віргінські Острови ","bvi@tridenttrust.com","1477572878295","1477572878295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA
"Данченко Олександр Іванович","Верховна Рада України","Народний депутат України, Голова комітету з питать інформатизації та звязку","nacp_ef607163-44b0-4c5e-a040-ff1448510f65","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_ef607163-44b0-4c5e-a040-ff1448510f65","Іванович",2018-03-29,"Олександр","Данченко","TRUE","Товариство з обмеженою відповідальністю","","1","ТОВ ""СІ-ТІ-СІ""",NA,"","25263953","380444309674","","1","380444309674","","01054, м.Київ, вул. Дмитрівська буд 46-56","","1477561126864","1477561126864","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Данченко Олександр Іванович",NA
"Демчак Руслан Євгенійович","Верховна Рада України","Заступник голови Комітету Верховної Ради України з питань фінансової політики і банківської діяльності.","nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_1fe1b3e7-3f6a-4f66-a788-36cd5d18913b","Євгенійович",2018-04-06,"Руслан","Демчак","TRUE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1477033211079","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРБІЗНЕСГРУП ГАРАНТІЯ""",NA,"","35961566","0444287668","","1","0444287668","Limited Liability Company ""UKRBUSINESSGROUP GUARANTEE""","04070, м.Київ, ВУЛИЦЯ САГАЙДАЧНОГО/ІГОРІВСЬКА, будинок 10/5 А","","1477464022399","1477464022399","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Демчак Світлана Михайлівна","дружина"
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","ПРИВАТНЕ ПІДПРИЄМСТВО","","1","""АСС-БЕЗПЕКА""","2","","25470126","","","1","0577149692","","61020, Харківська область, м. Харків, провулок Метизний, буд. 14-А","","1477576967091","1477576967091","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","""ВІОЛЕНТ-ІНВЕСТ""","2","","33477863","","","1","0577157643","","61058, Харківська область, м. Харків, вулиця Культури, буд. 20-В","","1477574219929","1477574219929","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","ВІДКРИТА ПУБЛІЧНА КОМПАНІЯ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","А.П. АВАНТАЖ ІНВЕСТМЕНТС ПАБЛІК ЛІМІТЕД","2","","HE241481","","","101","","A.P. AVANTAZH INVESTMENTS PUBLIC LIMITED","Лампусас стріт, 1 П.С, Нікосія, 1095, Кіпр","","1477578356075","1477578356075","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","КОМПАНІЯ З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","АВАНТАЖ БУД ХОЛДИНГ ЛІМІТЕД","2","","HE289926","","","101","","AVANTAZH BUD HOLDING LIMITED","Лампусас стріт, 1 П.С, Нікосія, 1095, Кіпр","","1477582603515","1477582603515","2",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","""УМАНЬ-КАР'ЄР""","2","","35699018","","","1","","","61020, Харківська область, м. Харків, проспект Постишева, буд. 93","","1477577582118","1477577582118","2","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","""ОБМ КАМПАНІ""","2","","39620329","","","1","0577004410","OBM CAMPANY LTD","61058, Харківська область, м. Харків, вулиця Культури, буд. 20-В","","1477577229300","1477577229300","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
"Денисенко Анатолій Петрович","Верховна Рада України","Народний депутат, Голова підкомітету з питань приватизації державного і комунального майна, націоналізації, реприватизації, банкрутства, застави, лізингу, концесії, оренди, розподілу продукції, управління майном, що перебуває у державній та комунальній власності Комітету Верховної Ради України з питань економічної політики","nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","NACP","Щорічна","https://declarations.com.ua/declaration/nacp_c84b8969-06b2-4a06-a1d0-9148be9b370e","Петрович",2018-02-21,"Анатолій","Денисенко","FALSE","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ","","1","""БЛЕЙЗ ІНВЕСТ""","2","","33067910","","","1","0577004410","","61019, Харківська область, м. Харків, проспект Ілліча, буд. 118-А","","1477573761667","1477573761667","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Денисенко Анатолій Петрович",NA
